model,series_id,row_count,mae,rmse,mape_percent,mape_excluded_zero_count,r2
random_forest,61,32,0.11260277015225628,0.128447441473507,0.8340945937204167,0,-2.1286509456289053
ridge,3,32,0.021364027142524705,0.024349141836775928,2.7082616819761904,0,0.14971443531515705
ridge,4,32,0.008095610141754195,0.011478199734156388,0.28912893363407843,0,
ridge,6,32,0.021682369709014992,0.06365061131361179,0.6512357918939149,0,0.697621433798046
ridge,8,32,0.009987235069274902,0.011568449371185487,0.07989788055419922,0,
ridge,10,32,0.025904501080512954,0.02733187499358375,0.4019941198093258,0,
ridge,11,32,0.010608256340026934,0.01434963739678077,0.06382057718702283,0,
ridge,12,32,0.021492749452590942,0.023038443312879853,0.3907772627743808,0,
ridge,13,32,0.012902135372162338,0.016395821836614533,0.05007232263035021,0,
ridge,14,32,0.007707633018493587,0.010155901692728134,0.10656204919803107,0,
ridge,16,32,0.3702991783618926,0.5373266778809656,5.559238067664225,0,0.9047454886416323
ridge,17,23,0.046835609104322044,0.09336818030970682,0.2086623853681312,0,0.898332904697774
ridge,18,32,0.23160334825515758,0.3846026920729778,3.467154349558426,0,0.9256525837098162
ridge,19,32,0.2752584904432297,0.4434119306909834,4.9166009788678275,0,0.8649817878268038
ridge,20,32,0.6087121680378914,1.1088457544423358,11.313174857219998,0,0.34031626262637626
ridge,21,32,0.03688340425491338,0.07813427783194647,1.649480014899659,0,0.8970921943416539
ridge,22,32,0.9029361367225651,1.6561211866617822,3.700938422989212,0,0.9293109944444152
ridge,23,32,0.5301098467111588,1.0049376111326338,5.907863648690022,0,0.7629891967977359
ridge,24,32,0.008032873868942136,0.011363463476041303,0.09966344750548556,0,
ridge,25,32,0.008510105013847413,0.010525666178569445,0.13815105541960085,0,
ridge,26,32,0.9723234832286833,1.1145629320159696,5.440766826574734,0,0.47618845876471527
ridge,28,32,0.01414492499828332,0.016004095054790977,1.123637962400411,0,-2.1673433879663917
ridge,29,32,0.2805762261152268,0.48161675220044803,7.248221375470987,0,0.5323622933148454
ridge,30,32,0.2396044775843621,0.3682052906390697,5.492716825921249,0,0.4631816606485537
ridge,31,32,0.3708798331022263,0.7229365064311837,7.777123912169091,0,0.7544430430485177
ridge,32,32,0.02918931841850278,0.04043103865259779,1.2233766000684292,0,0.5519537099024299
ridge,33,32,0.7324491301178933,1.049074079258597,13.770214421810737,0,0.8807953040824306
ridge,34,32,0.39900524675846094,0.7025461018727787,13.064985088109365,0,0.6762119915712865
ridge,35,32,0.3418193519115448,0.816554796404338,2.7355622550768532,0,0.8255794482564249
ridge,36,32,0.11454027593135829,0.18816826004923742,2.5392723606765757,0,0.9475507725829135
ridge,37,32,0.03599824368953711,0.055452638290695015,1.4914233849281546,0,0.7682528427019388
ridge,38,32,0.042030050098896016,0.08696670333850232,1.1500758237969158,0,0.8773299802443291
ridge,39,32,0.40743452310562134,0.49227073150335987,2.623155012399799,0,0.5469714204488736
ridge,40,32,0.03457039773464199,0.05009881356148703,1.4931186525559033,0,0.7874273354484428
ridge,41,12,0.18456260585784912,0.43041967797442093,3.6789314379143594,0,0.6145035953447118
ridge,44,32,0.03659424197673805,0.06361534446001707,1.1837044282191063,0,0.8204621480361375
ridge,50,32,0.40218044519424423,0.5584955600129667,1.7898570482636538,0,0.8778100507165298
ridge,51,32,0.10033351778984073,0.14167294029823063,1.9151541063276725,0,0.325044618169245
ridge,52,32,0.11508864903450011,0.19205511116516916,1.3397251051182886,0,0.7508218915704118
ridge,53,32,0.08172927331924484,0.0891402271517621,0.8565604504972686,0,-2.3902848412448687
ridge,54,32,0.04749116325378433,0.1232547513252189,0.31007430525544094,0,0.7402084210733366
ridge,55,32,0.024177286028861933,0.044493725719192856,0.9808248096733668,0,0.8442134047925673
ridge,56,32,0.02344681739807128,0.04419759086170322,0.9182982520267986,0,0.8462802272479968
ridge,57,32,0.007571041584014893,0.010206168824249445,0.06283022061423146,0,
ridge,58,32,0.021351224184036288,0.02672830756928506,0.20389313717464855,0,0.45811253056981815
ridge,59,32,0.04928511977195732,0.09223374203028815,0.3641805724542708,0,0.6392864312644456
ridge,60,32,0.02409749031066899,0.05666800103651213,0.24090735657701254,0,0.39104951154268464
ridge,61,32,0.019381779432296797,0.05354244587415984,0.143421876833635,0,0.45637100843855216
