menuCode,mainCategory,subCategory,menuName,weight,foodCount
D081040,구이류,어패류구이,황새치구이,87.0,3
D081042,구이류,어패류구이,고등어구이(간고등어구이),316.0,3
D081043,구이류,어패류구이,낙지호롱구이,1122.0,8
D081048,구이류,어패류구이,북어구이,75.0,3
D081054,구이류,어패류구이,장어구이,313.0,8
D081056,구이류,어패류구이,연어구이,31.0,2
D081057,구이류,어패류구이,연어구이,53.2,3
D081058,구이류,어패류구이,조기구이,55.7,3
D081059,구이류,어패류구이,오징어구이,298.0,10
D081060,구이류,어패류구이,스트링치즈카프리제그라탕,169.1,10
D081061,구이류,어패류구이,웰빙꼬치,1020.0,17
D081062,구이류,어패류구이,오징어구이,576.0,14
D081063,구이류,어패류구이,가지연어구이,331.0,9
D081064,구이류,어패류구이,꽁치채소말이,634.6,12
D081065,구이류,어패류구이,연어스테이크,459.0,14
D081066,구이류,어패류구이,장어수육구이,390.0,7
D081067,구이류,어패류구이,갈릭칩동태구이,180.0,4
D081068,구이류,어패류구이,맛간장삼치구이,399.0,8
D081069,구이류,어패류구이,저염된장삼치구이,245.0,9
D081070,구이류,어패류구이,저지방 장어구이,606.0,11
D082001,구이류,육류구이,곱창구이(소고기),93.0,7
D082002,구이류,육류구이,닭내장구이,93.0,7
D082003,구이류,육류구이,돼지갈비구이(고추장),201.0,11
D082004,구이류,육류구이,돼지고기주물럭(고추장),273.0,9
D082005,구이류,육류구이,"등심구이(돼지고기, 고추장)",99.0,11
D082006,구이류,육류구이,"등심구이(돼지고기, 고추장, 생강)",108.0,11
D082007,구이류,육류구이,등심구이(소고기),61.0,2
D082008,구이류,육류구이,멧돼지고기구이(고추장),115.0,13
D082009,구이류,육류구이,삼겹살구이,62.0,2
D082010,구이류,육류구이,소갈비구이,114.0,8
D082011,구이류,육류구이,소고기산적(게맛살),161.0,9
D082012,구이류,육류구이,소고기산적(어묵),161.0,9
D082013,구이류,육류구이,소시지구이,62.0,3
D082014,구이류,육류구이,안심구이(소고기),61.0,2
D082015,구이류,육류구이,오리고기구이,67.0,4
D082016,구이류,육류구이,채끝살구이(소고기),61.0,2
D082017,구이류,육류구이,칠면조구이,62.0,3
D082018,구이류,육류구이,통닭구이,67.0,4
D082019,구이류,육류구이,햄구이,45.0,2
D082020,구이류,육류구이,"햄버그스테이크(돼지고기, 토마토소스)",258.0,14
D082029,구이류,육류구이,"햄버그스테이크(돼지고기, 토마토소스)",170.0,15
D082030,구이류,육류구이,염통구이,280.0,11
D082031,구이류,육류구이,깻잎석쇠불고기,101.0,12
D082032,구이류,육류구이,꽈리고추 소고기말이,112.55,13
D082033,구이류,육류구이,녹두함박스테이크,126.5,14
D082034,구이류,육류구이,닭가슴살 가리비 구이,114.7,14
D082035,구이류,육류구이,돈육찜구이,299.2,14
D082036,구이류,육류구이,돼지고기모둠채소구이,265.6,14
D082037,구이류,육류구이,버섯떡갈비,67.5,8
D082038,구이류,육류구이,상추소고기롤,81.15,9
D082039,구이류,육류구이,새송이버섯치즈오븐구이,247.2,15
D082040,구이류,육류구이,생강채돼지고기구이,107.25,15
D082041,구이류,육류구이,소갈비찜 구이,264.1,13
D082042,구이류,육류구이,오리고기김치말이,143.5,10
D082043,구이류,육류구이,오리떡갈비,77.6,8
D082044,구이류,육류구이,잣가루 떡갈비,72.2,9
D082045,구이류,육류구이,참다래닭구이,156.6,13
D082046,구이류,육류구이,참두릅소고기말이,106.5,8
D082047,구이류,육류구이,청양소고기함박스테이크,432.4,17
D082048,구이류,육류구이,풋고추 돼지 등갈비구이,118.7,12
D082049,구이류,육류구이,유린기,183.5,15
D082050,구이류,육류구이,쪽갈비구이,628.0,14
D082051,구이류,육류구이,퓨전떡갈비,91.0,10
D082052,구이류,육류구이,함초떡갈비,497.0,15
D082053,구이류,육류구이,달콤스테이크,642.5,13
D082054,구이류,육류구이,삼색꼬치구이,300.0,8
D082055,구이류,육류구이,안심스테이크,587.0,13
D082056,구이류,육류구이,매운닭날개구이,405.0,12
D082057,구이류,육류구이,삼겹살꼬치구이,374.0,9
D082058,구이류,육류구이,토마토소고기찜,494.0,11
D082059,구이류,육류구이,통삼겹맥적구이,906.0,14
D082060,구이류,육류구이,통삼겹스테이크,689.0,17
D082061,구이류,육류구이,곤약함박스테이크,459.5,24
D082062,구이류,육류구이,라이스버거떡갈비,523.0,13
D082063,구이류,육류구이,닭가슴살샌드스테이크,987.0,15
D082064,구이류,육류구이,한식풍닭가슴살스테이크,876.0,14
D082065,구이류,육류구이,참치 두부 함박스테이크,133.5,10
D083001,구이류,기타 구이류,감자구이(버터),137.0,3
D083002,구이류,기타 구이류,김구이,4.0,3
D083003,구이류,기타 구이류,더덕구이(고추장),70.0,9
D083004,구이류,기타 구이류,도라지구이(고추장),112.0,8
D083005,구이류,기타 구이류,두부구이(고추장),112.0,11
D083006,구이류,기타 구이류,떡꼬치(고추장),120.0,7
D083007,구이류,기타 구이류,옥수수구이,50.0,1
D083008,구이류,기타 구이류,옥수수구이(버터),56.0,3
D083018,구이류,기타 구이류,가지스테이크,109.5,8
D083019,구이류,기타 구이류,곤드레프리타타,207.85,12
D083020,구이류,기타 구이류,단감드레싱 두부구이,133.0,10
D083021,구이류,기타 구이류,달걀프리타타,206.55,13
D083022,구이류,기타 구이류,배추롤오븐구이,130.6,12
D083023,구이류,기타 구이류,애호박오븐치즈구이,143.7,9
D083024,구이류,기타 구이류,통감자오븐구이,203.2,8
D083025,구이류,기타 구이류,배숙구이,1210.0,5
D083026,구이류,기타 구이류,두부까나페,343.5,12
D083027,구이류,기타 구이류,양송이구이,348.0,10
D083028,구이류,기타 구이류,가지라따뚜이,891.0,8
D083029,구이류,기타 구이류,명란프리타타,476.0,7
D083030,구이류,기타 구이류,웰빙스테이크,553.0,11
D083031,구이류,기타 구이류,한입꼬치구이,671.0,17
D083032,구이류,기타 구이류,묵은지가지말이,750.0,16
D083033,구이류,기타 구이류,고구마두부스테이크,605.0,11
D083034,구이류,기타 구이류,김말이두부스테이크,442.3,18
D083035,구이류,기타 구이류,두부구이와 버섯소스,131.0,7
D091001,전류,어패류전,게맛살전,113.0,6
D091002,전류,어패류전,게맛살전(느타리버섯),92.0,7
D091003,전류,어패류전,고등어전,108.0,5
D091004,전류,어패류전,굴전,113.0,6
D091005,전류,어패류전,대구전,96.0,7
D091006,전류,어패류전,동태전,96.0,7
D091007,전류,어패류전,병어전,109.0,5
D091008,전류,어패류전,새우전,113.0,6
D091009,전류,어패류전,어묵부침,92.0,6
D091010,전류,어패류전,오징어전,183.0,7
D091011,전류,어패류전,참치전,44.0,6
D091012,전류,어패류전,해물파전,146.0,12
D091013,전류,어패류전,홍합전,131.0,6
D091021,전류,어패류전,고춧잎 조갯살전,176.0,12
D091022,전류,어패류전,깻잎 새우전,102.05,7
D091023,전류,어패류전,우리밀싹 명란달걀말이,102.1,6
D092001,전류,육류전,돼지고기전,92.0,6
D092002,전류,육류전,소간전,92.0,6
D092003,전류,육류전,소고기내장전(천엽),93.0,6
D092004,전류,육류전,소고기전,92.0,6
D092005,전류,육류전,소시지부침,94.0,4
D092006,전류,육류전,완자전(돼지고기),113.0,9
D092007,전류,육류전,완자전(소고기),121.0,10
D092008,전류,육류전,햄부침,82.0,6
D092009,전류,육류전,화양적,111.0,9
D092011,전류,육류전,돼지고기완자전,295.0,13
D092013,전류,육류전,겨자깨소스를 곁들인 소고기찹쌀전,156.05,19
D092014,전류,육류전,옥수수고기완자전,154.65,13
D092015,전류,육류전,육전 야채쌈,137.0,12
D092016,전류,육류전,미역 닭가슴살전,311.0,12
D093001,전류,채소류전,가지전,97.0,5
D093002,전류,채소류전,감자전,106.0,5
D093003,전류,채소류전,고구마전,106.0,5
D093004,전류,채소류전,고추전,146.0,10
D093005,전류,채소류전,김치전,258.0,7
D093006,전류,채소류전,깻잎전,57.0,5
D093007,전류,채소류전,깻잎전(소고기),77.0,6
D093008,전류,채소류전,더덕산적,74.0,8
D093009,전류,채소류전,두릅적,102.0,7
D093012,전류,채소류전,버섯전(모둠),87.0,7
D093013,전류,채소류전,부추전,132.0,8
D093014,전류,채소류전,야채전,92.0,8
D093015,전류,채소류전,연근전,72.0,5
D093016,전류,채소류전,파전(오징어),157.0,8
D093017,전류,채소류전,"파전(오징어, 조개살)",167.0,9
D093018,전류,채소류전,피망전,62.0,7
D093019,전류,채소류전,호박전(늙은호박),85.0,5
D093020,전류,채소류전,호박전(애호박),57.0,7
D093025,전류,채소류전,미나리전,653.0,8
D093028,전류,채소류전,배추전,226.3,6
D093032,전류,채소류전,칡전,731.0,7
D093035,전류,채소류전,파전,385.0,7
D093037,전류,채소류전,호박전(애호박),48.7,6
D093039,전류,채소류전,호박전(애호박),70.0,7
D093040,전류,채소류전,배추전,77.9,7
D093041,전류,채소류전,고사리전,126.1,18
D093042,전류,채소류전,기장 감자채전,176.0,8
D093043,전류,채소류전,더덕들깨전병,80.0,11
D093044,전류,채소류전,두릅적,144.8,12
D093045,전류,채소류전,리코타치즈주키니전,101.45,9
D093046,전류,채소류전,메밀배추전,182.7,12
D093047,전류,채소류전,수수배추전,135.6,13
D093048,전류,채소류전,시금치전,95.0,10
D093049,전류,채소류전,애호박새우전,143.55,11
D093050,전류,채소류전,토란대채소산적,118.45,11
D093051,전류,채소류전,카레감자전,378.0,9
D093052,전류,채소류전,단호박 마전,103.3,7
D095001,전류,기타 전류,계란말이,78.0,6
D095002,전류,기타 전류,계란부침(김말이),54.0,4
D095003,전류,기타 전류,"계란부침(양파, 당근)",78.0,6
D095004,전류,기타 전류,"계란부침(양파, 실파)",78.0,6
D095005,전류,기타 전류,계란프라이,55.0,3
D095006,전류,기타 전류,두부부침,111.0,6
D095007,전류,기타 전류,두부전,96.0,4
D095008,전류,기타 전류,두부전(돼지고기),116.0,5
D095009,전류,기타 전류,떡산적,142.0,10
D095010,전류,기타 전류,빈대떡(돼지고기),88.0,7
D095011,전류,기타 전류,수수부침,56.0,3
D095012,전류,기타 전류,스크램블드에그,56.0,4
D095013,전류,기타 전류,오믈렛,90.0,8
D095014,전류,기타 전류,오믈렛(두부),100.0,9
D095015,전류,기타 전류,찹쌀전병,56.0,3
D095025,전류,기타 전류,버섯전,29.0,6
D095026,전류,기타 전류,비지전,548.0,9
D095035,전류,기타 전류,검은콩전,88.5,9
D095036,전류,기타 전류,기장두부패티,212.7,11
D095037,전류,기타 전류,목이버섯전,128.0,12
D095038,전류,기타 전류,새싹달걀말이,150.4,14
D095039,전류,기타 전류,수수밀쌈,136.7,18
D095040,전류,기타 전류,토란 수수 지짐이,171.2,7
D095041,전류,기타 전류,일본식 계란말이,210.0,6
D095042,전류,기타 전류,토마토 채소 계란찜,148.2,9
D095043,전류,기타 전류,삼색 꽃 화전,140.0,7
D101001,볶음류,어패류볶음,건꼴뚜기볶음(고추장),38.0,5
D101002,볶음류,어패류볶음,건새우볶음(고추장),33.0,7
D101003,볶음류,어패류볶음,게맛살볶음,91.0,4
D101004,볶음류,어패류볶음,꽁치볶음(고추장),36.0,5
D101005,볶음류,어패류볶음,꽃게볶음,208.0,7
D101006,볶음류,어패류볶음,낙지볶음(고추장),89.0,12
D101007,볶음류,어패류볶음,멸치볶음,28.0,6
D101008,볶음류,어패류볶음,멸치볶음(견과류),54.0,10
D101009,볶음류,어패류볶음,멸치볶음(고추장),74.0,8
D101010,볶음류,어패류볶음,멸치볶음(꽈리고추),55.0,9
D101011,볶음류,어패류볶음,멸치볶음(잔멸치),53.0,7
D101012,볶음류,어패류볶음,문어볶음,168.0,12
D101013,볶음류,어패류볶음,뱅어포볶음(고추장),33.0,8
D101014,볶음류,어패류볶음,북어볶음(고추장),36.0,5
D101015,볶음류,어패류볶음,새우볶음,98.0,5
D101016,볶음류,어패류볶음,어묵볶음,128.0,9
D101017,볶음류,어패류볶음,어묵볶음(느타리버섯),110.0,8
D101018,볶음류,어패류볶음,어묵볶음(당근),128.0,9
D101019,볶음류,어패류볶음,어묵볶음(마늘종),92.0,7
D101020,볶음류,어패류볶음,어묵볶음(양파),99.0,7
D101021,볶음류,어패류볶음,어묵볶음(햄),108.0,8
D101022,볶음류,어패류볶음,오징어볶음(고추장),118.0,14
D101023,볶음류,어패류볶음,오징어채볶음(고추장),37.0,6
D101024,볶음류,어패류볶음,쥐포볶음(고추장),62.0,8
D101025,볶음류,어패류볶음,참치볶음,91.0,12
D101026,볶음류,어패류볶음,참치볶음(김치),111.0,13
D101027,볶음류,어패류볶음,참치볶음(콩나물),111.0,13
D101031,볶음류,어패류볶음,오징어볶음(고추장),90.2,14
D101032,볶음류,어패류볶음,오징어볶음(고추장),99.8,14
D101033,볶음류,어패류볶음,쥐치포볶음,84.0,8
D101034,볶음류,어패류볶음,녹두멸치볶음,49.0,7
D101035,볶음류,어패류볶음,시금치삼치볶음,118.2,10
D102001,볶음류,육류 및 난류볶음,계란볶음,117.0,3
D102002,볶음류,육류 및 난류볶음,"곱창볶음(돼지고기, 고추장)",160.0,14
D102003,볶음류,육류 및 난류볶음,닭갈비,116.0,11
D102004,볶음류,육류 및 난류볶음,닭고기볶음,152.0,13
D102005,볶음류,육류 및 난류볶음,돼지고기볶음,173.0,12
D102006,볶음류,육류 및 난류볶음,돼지고기볶음(고추장),126.0,13
D102007,볶음류,육류 및 난류볶음,"돼지고기볶음(고추장, 야채)",160.0,16
D102008,볶음류,육류 및 난류볶음,돼지고기볶음(김치),147.0,11
D102009,볶음류,육류 및 난류볶음,돼지고기볶음(콩나물),193.0,13
D102010,볶음류,육류 및 난류볶음,베이컨볶음,108.0,10
D102011,볶음류,육류 및 난류볶음,불고기(닭고기),103.0,10
D102012,볶음류,육류 및 난류볶음,불고기(돼지고기),167.0,9
D102013,볶음류,육류 및 난류볶음,"불고기(돼지고기, 고추장)",187.0,9
D102014,볶음류,육류 및 난류볶음,"불고기(돼지고기, 고추장, 청주)",115.0,13
D102015,볶음류,육류 및 난류볶음,불고기(소고기),94.0,8
D102016,볶음류,육류 및 난류볶음,"불고기(소고기, 배)",121.0,9
D102017,볶음류,육류 및 난류볶음,"불고기(소고기, 오징어)",171.0,10
D102018,볶음류,육류 및 난류볶음,소고기볶음,119.0,10
D102019,볶음류,육류 및 난류볶음,소고기볶음(가지),129.0,11
D102020,볶음류,육류 및 난류볶음,소고기볶음(느타리버섯),121.0,11
D102021,볶음류,육류 및 난류볶음,소고기볶음(양배추),129.0,11
D102022,볶음류,육류 및 난류볶음,소고기볶음(표고버섯),106.0,9
D102023,볶음류,육류 및 난류볶음,소시지볶음,44.0,5
D102024,볶음류,육류 및 난류볶음,소시지볶음(토마토케첩),54.0,6
D102025,볶음류,육류 및 난류볶음,"소시지볶음(토마토케첩, 야채)",91.0,9
D102026,볶음류,육류 및 난류볶음,순대볶음,134.0,10
D102027,볶음류,육류 및 난류볶음,햄볶음,57.0,6
D102028,볶음류,육류 및 난류볶음,햄볶음(감자),82.0,7
D102029,볶음류,육류 및 난류볶음,햄볶음(시금치),67.0,7
D102035,볶음류,육류 및 난류볶음,언양불고기,693.0,3
D102040,볶음류,육류 및 난류볶음,불고기(소고기),55.5,10
D102041,볶음류,육류 및 난류볶음,불고기(소고기),69.8,9
D102042,볶음류,육류 및 난류볶음,닭불고기(고추장),78.1,10
D102043,볶음류,육류 및 난류볶음,닭불고기(고추장),113.2,10
D102044,볶음류,육류 및 난류볶음,불고기(소고기),65.7,9
D102045,볶음류,육류 및 난류볶음,기장 난자완스,192.3,15
D102046,볶음류,육류 및 난류볶음,도라지불고기,150.6,15
D102047,볶음류,육류 및 난류볶음,돈육채볶음,149.6,16
D102048,볶음류,육류 및 난류볶음,돼지고기 간장볶음,139.1,11
D102049,볶음류,육류 및 난류볶음,배 윙볶음,131.1,7
D102050,볶음류,육류 및 난류볶음,사과 닭고기 볶음,216.7,13
D102051,볶음류,육류 및 난류볶음,소고기무나물,96.55,12
D102052,볶음류,육류 및 난류볶음,오리고기피망잡채,106.4,15
D102053,볶음류,육류 및 난류볶음,표고버섯 차돌박이 볶음,142.45,13
D102054,볶음류,육류 및 난류볶음,풋마늘불고기,97.5,8
D102055,볶음류,육류 및 난류볶음,토마토오리볶음,336.0,15
D102056,볶음류,육류 및 난류볶음,돈불고기 파인애플볶음,208.0,11
D103001,볶음류,채소 및 해조류볶음,가지볶음,86.0,8
D103002,볶음류,채소 및 해조류볶음,가지볶음(양파),106.0,9
D103003,볶음류,채소 및 해조류볶음,감자볶음,96.0,7
D103004,볶음류,채소 및 해조류볶음,감자볶음(간장),56.0,7
D103005,볶음류,채소 및 해조류볶음,"감자볶음(간장, 어묵)",143.0,7
D103006,볶음류,채소 및 해조류볶음,감자볶음(당근),106.0,8
D103007,볶음류,채소 및 해조류볶음,감자채볶음,119.0,6
D103008,볶음류,채소 및 해조류볶음,고구마볶음(고추장),91.0,9
D103009,볶음류,채소 및 해조류볶음,고구마줄기볶음,87.0,8
D103010,볶음류,채소 및 해조류볶음,고구마줄기볶음(말린것),30.0,7
D103011,볶음류,채소 및 해조류볶음,고비볶음,96.0,10
D103012,볶음류,채소 및 해조류볶음,고사리나물,75.0,8
D103013,볶음류,채소 및 해조류볶음,고사리나물(들깨),56.0,7
D103014,볶음류,채소 및 해조류볶음,고춧잎볶음,104.0,9
D103015,볶음류,채소 및 해조류볶음,근대볶음,103.0,8
D103016,볶음류,채소 및 해조류볶음,김치볶음,54.0,6
D103017,볶음류,채소 및 해조류볶음,김치볶음(돼지고기),95.0,7
D103018,볶음류,채소 및 해조류볶음,김치볶음(참치),89.0,5
D103019,볶음류,채소 및 해조류볶음,깍두기볶음,54.0,6
D103020,볶음류,채소 및 해조류볶음,깻잎볶음,103.0,8
D103021,볶음류,채소 및 해조류볶음,깻잎볶음(멸치),63.0,8
D103022,볶음류,채소 및 해조류볶음,당근볶음,22.0,6
D103023,볶음류,채소 및 해조류볶음,도라지볶음,39.0,7
D103024,볶음류,채소 및 해조류볶음,도라지볶음(간장),72.0,8
D103025,볶음류,채소 및 해조류볶음,마늘종볶음,87.0,8
D103026,볶음류,채소 및 해조류볶음,명일엽볶음,103.0,8
D103027,볶음류,채소 및 해조류볶음,무볶음,61.0,7
D103028,볶음류,채소 및 해조류볶음,무청볶음(된장),94.0,8
D103029,볶음류,채소 및 해조류볶음,미역볶음,94.0,6
D103030,볶음류,채소 및 해조류볶음,미역줄기볶음,104.0,7
D103031,볶음류,채소 및 해조류볶음,배추나물볶음,58.0,8
D103032,볶음류,채소 및 해조류볶음,버섯볶음(느타리버섯),98.0,8
D103033,볶음류,채소 및 해조류볶음,"버섯볶음(느타리버섯, 부추)",119.0,11
D103034,볶음류,채소 및 해조류볶음,"버섯볶음(느타리버섯, 피망)",108.0,9
D103035,볶음류,채소 및 해조류볶음,"버섯볶음(양송이버섯, 소고기)",129.0,11
D103036,볶음류,채소 및 해조류볶음,"버섯볶음(표고버섯, 소고기)",129.0,11
D103037,볶음류,채소 및 해조류볶음,부추볶음,70.0,7
D103038,볶음류,채소 및 해조류볶음,부추볶음(계란),90.0,8
D103039,볶음류,채소 및 해조류볶음,부추볶음(돼지고기),80.0,8
D103040,볶음류,채소 및 해조류볶음,야채볶음,60.0,7
D103041,볶음류,채소 및 해조류볶음,야채볶음(닭고기),145.0,13
D103042,볶음류,채소 및 해조류볶음,야채볶음(양송이버섯),70.0,8
D103043,볶음류,채소 및 해조류볶음,야채볶음(어묵),80.0,8
D103044,볶음류,채소 및 해조류볶음,야채볶음(표고버섯),70.0,8
D103045,볶음류,채소 및 해조류볶음,양배추볶음,66.0,5
D103046,볶음류,채소 및 해조류볶음,양파볶음,77.0,5
D103047,볶음류,채소 및 해조류볶음,오이볶음,87.0,7
D103048,볶음류,채소 및 해조류볶음,우거지볶음,112.0,8
D103049,볶음류,채소 및 해조류볶음,우엉볶음,72.0,8
D103050,볶음류,채소 및 해조류볶음,죽순볶음,70.0,8
D103051,볶음류,채소 및 해조류볶음,취나물볶음,47.0,7
D103052,볶음류,채소 및 해조류볶음,취나물볶음(말린것),84.0,7
D103053,볶음류,채소 및 해조류볶음,콩나물볶음,216.0,10
D103054,볶음류,채소 및 해조류볶음,풋고추볶음,65.0,7
D103055,볶음류,채소 및 해조류볶음,호박볶음,114.0,9
D103056,볶음류,채소 및 해조류볶음,호박볶음(새우젓),124.0,10
D103065,볶음류,채소 및 해조류볶음,청각볶음(청각조갯살볶음),416.0,7
D103068,볶음류,채소 및 해조류볶음,가지볶음(양파),90.1,9
D103070,볶음류,채소 및 해조류볶음,무청볶음(된장),60.4,8
D103071,볶음류,채소 및 해조류볶음,고구마줄기볶음,74.7,8
D103072,볶음류,채소 및 해조류볶음,무청볶음(된장),39.8,8
D103073,볶음류,채소 및 해조류볶음,미역자반,52.0,4
D103074,볶음류,채소 및 해조류볶음,건곤드레해물볶음,164.0,11
D103075,볶음류,채소 및 해조류볶음,고춧잎지짐이,149.5,14
D103076,볶음류,채소 및 해조류볶음,돼지고기 죽순채 볶음,176.0,13
D103077,볶음류,채소 및 해조류볶음,무매운볶음,129.0,15
D103078,볶음류,채소 및 해조류볶음,소고기머위순들깨볶음,209.25,12
D103079,볶음류,채소 및 해조류볶음,시래기멸치지짐,209.5,9
D103080,볶음류,채소 및 해조류볶음,열무버섯볶음,98.25,11
D103081,볶음류,채소 및 해조류볶음,월과채,117.75,16
D103082,볶음류,채소 및 해조류볶음,콩카레,176.0,8
D103083,볶음류,채소 및 해조류볶음,토마토가지볶음,111.0,8
D103084,볶음류,채소 및 해조류볶음,풋고추볶음과 밀쌈,138.6,13
D103085,볶음류,채소 및 해조류볶음,곤약냉잡채,364.0,17
D103086,볶음류,채소 및 해조류볶음,브로콜리견과류볶음,95.3,5
D104001,볶음류,곡류 및 두류볶음,두부볶음,85.0,3
D104002,볶음류,곡류 및 두류볶음,두부볶음(김치),95.0,4
D104003,볶음류,곡류 및 두류볶음,"떡볶이(간장, 돼지고기)",271.0,12
D104004,볶음류,곡류 및 두류볶음,떡볶이(고추장),388.0,11
D104005,볶음류,곡류 및 두류볶음,"떡볶이(고추장, 어묵)",267.0,11
D104006,볶음류,곡류 및 두류볶음,라면볶음(고추장),259.0,8
D104007,볶음류,곡류 및 두류볶음,마파두부,340.0,15
D104008,볶음류,곡류 및 두류볶음,콩볶음(간장),17.0,4
D104013,볶음류,곡류 및 두류볶음,궁중떡볶이,409.0,10
D104016,볶음류,곡류 및 두류볶음,떡볶이,450.0,6
D104027,볶음류,곡류 및 두류볶음,두부소보로청경채볶음,143.0,10
D104028,볶음류,곡류 및 두류볶음,오리고기 궁중떡볶이,166.55,16
D104029,볶음류,곡류 및 두류볶음,팥리소토,241.35,12
D105001,볶음류,기타 볶음류,구절판,145.0,9
D105002,볶음류,기타 볶음류,메뚜기볶음(고추장),33.0,7
D105003,볶음류,기타 볶음류,부추잡채,101.0,11
D105004,볶음류,기타 볶음류,"잡채(돼지고기, 느타리)",148.0,13
D105005,볶음류,기타 볶음류,"잡채(돼지고기, 표고)",144.0,13
D105006,볶음류,기타 볶음류,"잡채(소고기, 느타리)",114.0,12
D105007,볶음류,기타 볶음류,"잡채(소고기, 목이)",148.0,13
D105008,볶음류,기타 볶음류,"잡채(소고기, 표고)",151.0,13
D105009,볶음류,기타 볶음류,짜장볶음,425.0,6
D105010,볶음류,기타 볶음류,팔보채,159.0,13
D105019,볶음류,기타 볶음류,콩나물잡채,502.0,8
D105020,볶음류,기타 볶음류,우엉튀김과 버섯볶음,147.1,21
D105021,볶음류,기타 볶음류,호박고지잡채,94.05,11
D105022,볶음류,기타 볶음류,삼합잡채,246.0,14
D105023,볶음류,기타 볶음류,김치양배추볶음,46.9,9
D105024,볶음류,기타 볶음류,유부 우엉 잡채,63.0,10
D111001,조림류,어패류조림,가자미조림,143.0,9
D111002,조림류,어패류조림,갈치조림,141.0,9
D111003,조림류,어패류조림,건꼴뚜기조림,46.0,7
D111004,조림류,어패류조림,게조림,160.0,10
D111005,조림류,어패류조림,고등어조림(고추장),155.0,9
D111006,조림류,어패류조림,광어조림(고추장),155.0,9
D111007,조림류,어패류조림,꼴뚜기조림,28.0,6
D111008,조림류,어패류조림,꽁치조림,67.0,6
D111009,조림류,어패류조림,꽁치조림(물엿),77.0,7
D111010,조림류,어패류조림,꽁치조림(통조림),117.0,10
D111011,조림류,어패류조림,노가리조림,38.0,5
D111012,조림류,어패류조림,대구포조림(고추장),35.0,7
D111013,조림류,어패류조림,동태조림,162.0,11
D111014,조림류,어패류조림,멸치조림(고추장),53.0,7
D111015,조림류,어패류조림,"멸치조림(고추장, 풋고추)",63.0,7
D111016,조림류,어패류조림,바지락조림,141.0,9
D111017,조림류,어패류조림,방어조림,67.0,6
D111018,조림류,어패류조림,뱅어포조림,62.0,6
D111019,조림류,어패류조림,병어조림,141.0,9
D111020,조림류,어패류조림,북어조림,39.0,5
D111021,조림류,어패류조림,붕어조림,67.0,6
D111022,조림류,어패류조림,삼치조림,128.0,9
D111023,조림류,어패류조림,새우조림,34.0,6
D111024,조림류,어패류조림,서대조림,67.0,6
D111025,조림류,어패류조림,양미리조림,108.0,9
D111026,조림류,어패류조림,어묵조림(감자),103.0,5
D111027,조림류,어패류조림,"어묵조림(감자, 햄)",113.0,6
D111028,조림류,어패류조림,오징어조림,149.0,8
D111029,조림류,어패류조림,오징어채조림(간장),51.0,7
D111030,조림류,어패류조림,오징어채조림(고추장),17.0,4
D111031,조림류,어패류조림,임연수어조림,67.0,6
D111032,조림류,어패류조림,장어조림(고추장),121.0,11
D111033,조림류,어패류조림,전어조림,122.0,7
D111034,조림류,어패류조림,정어리조림,142.0,8
D111035,조림류,어패류조림,조기조림,139.0,8
D111036,조림류,어패류조림,쥐포조림,29.0,3
D111037,조림류,어패류조림,청어조림,135.0,11
D111038,조림류,어패류조림,코다리조림,143.0,8
D111039,조림류,어패류조림,홍합조림,95.0,7
D111049,조림류,어패류조림,홍합초,115.0,9
D111052,조림류,어패류조림,가자미조림,85.6,10
D111053,조림류,어패류조림,고등어조림(고추장),90.1,9
D111054,조림류,어패류조림,단호박갈치조림,162.1,13
D111055,조림류,어패류조림,생강코다리조림,156.0,12
D111056,조림류,어패류조림,장어조림,360.0,14
D112001,조림류,육류 및 난류조림,계란장조림,143.0,6
D112002,조림류,육류 및 난류조림,계란장조림(소고기),177.0,8
D112003,조림류,육류 및 난류조림,닭고기조림,144.0,10
D112004,조림류,육류 및 난류조림,닭고기조림(고추장),137.0,10
D112005,조림류,육류 및 난류조림,닭다리조림,92.0,8
D112006,조림류,육류 및 난류조림,닭볶음탕(고추장),149.0,10
D112007,조림류,육류 및 난류조림,돼지고기장조림(감자),137.0,7
D112008,조림류,육류 및 난류조림,돼지고기장조림(메추리알),146.0,9
D112009,조림류,육류 및 난류조림,메추리알장조림,73.0,8
D112010,조림류,육류 및 난류조림,소고기장조림,131.0,5
D112011,조림류,육류 및 난류조림,소고기장조림(감자),544.0,7
D112012,조림류,육류 및 난류조림,소고기장조림(메추리알),171.0,6
D112013,조림류,육류 및 난류조림,소고기조림,48.0,9
D112014,조림류,육류 및 난류조림,소시지조림,70.0,7
D112015,조림류,육류 및 난류조림,완자조림(돼지고기),80.0,9
D112016,조림류,육류 및 난류조림,"완자조림(돼지고기, 고추장)",122.0,9
D112017,조림류,육류 및 난류조림,폭찹,180.0,10
D112018,조림류,육류 및 난류조림,햄조림,70.0,7
D112026,조림류,육류 및 난류조림,돼지고기장조림(메추리알),120.0,9
D112028,조림류,육류 및 난류조림,소고기장조림,50.0,5
D112029,조림류,육류 및 난류조림,메추리알장조림,46.0,8
D112030,조림류,육류 및 난류조림,닭 버섯 조림,146.3,15
D112031,조림류,육류 및 난류조림,닭가슴살 채소조림,135.75,15
D112032,조림류,육류 및 난류조림,돼지고기 채소조림,172.5,21
